host_iso,host_ns,line
2026-07-16T19:03:57.412460+00:00,4435488166,"CSI,A2,1921,fe:e3:be:47:e1:f0,-30,0,4,226096664,64,70,1,15,14,13,12,13,14,16,17,18,18,17,17,16,14,12,10,8,6,5,6,6,6,7,8,9,0,0,0,0,0,0,0,0,0,0,0,5,7,8,9,10,11,11,11,13,13,12,11,10,9,9,10,12,14,16,18,20,22,24,24,24,24"
2026-07-16T19:03:57.985996+00:00,5008956625,"CSI,A2,1922,fe:e3:be:47:e1:f0,-30,0,4,226672255,64,117,5,17,15,13,13,13,14,16,16,17,18,18,17,17,15,14,11,10,8,6,6,6,6,7,8,8,0,0,0,0,0,0,0,0,0,0,0,7,8,9,10,12,12,13,14,13,13,13,12,11,10,10,11,13,15,17,20,22,23,25,25,25,24"
2026-07-16T19:03:58.048940+00:00,5071874625,"CSI,A2,1923,fe:e3:be:47:e1:f0,-30,0,4,226733357,64,70,1,24,24,24,23,22,19,17,15,13,11,9,8,9,10,11,12,13,12,12,11,11,9,8,8,6,0,0,0,0,0,0,0,0,0,0,0,10,11,10,9,9,7,7,7,8,10,12,14,16,17,18,20,19,19,18,17,16,14,14,13,16,17"
2026-07-16T19:03:58.253458+00:00,5276377875,"CSI,A2,1924,fe:e3:be:47:e1:f0,-30,0,4,226940390,64,70,1,22,22,27,27,29,29,30,28,27,25,21,19,15,14,11,11,10,11,12,13,14,15,15,15,14,0,0,0,0,0,0,0,0,0,0,0,13,13,14,14,14,13,12,12,11,10,10,12,15,17,19,23,25,28,28,30,30,30,27,25,23,21"
2026-07-16T19:03:58.953668+00:00,5976474041,"CSI,A2,1925,fe:e3:be:47:e1:f0,-30,0,4,227635483,64,70,1,23,24,24,23,22,20,17,15,14,11,9,9,9,10,11,12,12,12,12,12,11,11,9,9,7,0,0,0,0,0,0,0,0,0,0,0,9,8,7,6,6,5,5,6,8,10,12,14,16,17,18,18,18,17,16,15,13,12,12,13,15,19"
2026-07-16T19:03:59.120993+00:00,6143773250,"CSI,A2,1926,fe:e3:be:47:e1:f0,-30,0,4,227805547,64,70,1,38,39,38,37,34,31,28,24,20,17,15,14,15,17,19,20,20,20,18,18,17,15,14,12,10,0,0,0,0,0,0,0,0,0,0,0,16,16,15,13,12,11,10,11,13,16,19,22,25,27,29,30,31,30,28,27,24,21,21,22,24,29"
2026-07-16T19:03:59.129435+00:00,6152187958,"CSI,A2,1927,fe:e3:be:47:e1:f0,-30,0,4,227805710,64,70,1,23,23,23,23,21,19,16,13,11,9,9,8,9,11,12,12,13,12,11,11,9,9,8,6,4,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,7,7,6,6,7,8,11,13,15,16,18,18,19,18,17,16,15,13,12,13,14,18"
2026-07-16T19:03:59.132867+00:00,6155619083,"CSI,A2,1928,fe:e3:be:47:e1:f0,-30,0,4,227806629,64,70,1,24,23,25,23,21,20,18,16,13,11,10,9,9,10,11,12,12,13,12,11,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,9,8,7,6,6,5,5,6,8,10,12,14,16,17,17,18,17,17,16,15,14,13,13,13,16,18"
2026-07-16T19:03:59.515209+00:00,6537926833,"STAT,A2,228309,2683,1928,1928,0,215328"
2026-07-16T19:04:01.173050+00:00,8195539166,"CSI,A2,1929,fe:e3:be:47:e1:f0,-29,0,4,229858225,64,117,5,25,25,25,24,22,21,18,16,13,12,10,10,11,11,13,13,14,13,12,11,11,11,9,8,7,0,0,0,0,0,0,0,0,0,0,0,10,9,8,8,7,6,6,7,9,10,12,14,16,18,18,19,19,18,17,16,15,14,13,15,16,19"
2026-07-16T19:04:02.423164+00:00,9445473583,"CSI,A2,1930,fe:e3:be:47:e1:f0,-30,0,4,231105592,64,70,1,16,13,13,12,13,14,16,16,18,18,17,16,16,15,13,11,9,7,6,6,6,6,7,8,8,0,0,0,0,0,0,0,0,0,0,0,5,6,7,8,9,10,11,12,13,12,12,12,10,9,9,10,10,13,15,18,20,21,24,24,24,23"
2026-07-16T19:04:02.452532+00:00,9474849833,"CSI,A2,1931,fe:e3:be:47:e1:f0,-30,0,4,231137849,64,70,1,23,24,23,23,21,19,18,16,13,11,10,9,9,9,11,11,11,12,11,12,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,8,8,7,6,6,5,5,7,8,10,12,14,15,17,18,17,18,17,15,14,14,12,12,14,16,18"
2026-07-16T19:04:02.526064+00:00,9548343500,"CSI,A2,1932,fe:e3:be:47:e1:f0,-30,0,4,231211189,64,117,5,24,25,24,24,22,21,18,16,14,12,10,9,10,10,11,12,12,13,12,12,12,11,9,8,7,0,0,0,0,0,0,0,0,0,0,0,10,9,8,7,6,6,5,7,8,10,12,15,16,17,18,18,18,17,17,15,15,14,13,14,15,18"
2026-07-16T19:04:03.160837+00:00,10183082458,"CSI,A2,1933,fe:e3:be:47:e1:f0,-26,0,4,231846571,64,117,5,35,36,35,33,31,29,26,23,19,16,14,13,14,14,16,16,17,17,16,16,16,14,12,11,9,0,0,0,0,0,0,0,0,0,0,0,13,14,12,10,9,9,8,11,13,15,18,22,24,25,27,28,28,26,25,23,21,19,20,20,23,28"
2026-07-16T19:04:03.508333+00:00,10530521625,"CSI,A2,1934,fe:e3:be:47:e1:f0,-30,0,4,232193111,64,117,5,24,25,25,24,21,20,18,16,13,11,10,9,8,9,11,11,11,11,11,11,11,11,9,9,8,0,0,0,0,0,0,0,0,0,0,0,9,9,8,7,7,6,7,9,9,12,14,16,17,18,19,19,18,18,17,15,14,13,13,14,16,19"
2026-07-16T19:04:04.121847+00:00,11143965916,"CSI,A2,1935,fe:e3:be:47:e1:f0,-30,0,4,232808408,64,70,1,14,16,18,19,21,21,20,19,17,15,13,11,9,7,7,7,7,8,8,9,9,10,10,8,9,0,0,0,0,0,0,0,0,0,0,0,9,10,11,11,11,11,10,9,9,8,7,8,9,11,14,16,18,19,21,21,21,21,19,18,15,13"
2026-07-16T19:04:04.131925+00:00,11154035833,"CSI,A2,1936,fe:e3:be:47:e1:f0,-30,0,4,232817625,64,70,1,16,17,18,20,21,21,21,21,19,18,16,14,11,10,9,8,7,8,8,9,10,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,11,11,11,10,10,9,8,8,8,7,9,9,11,13,15,17,19,20,21,21,22,21,19,17,16,15"
2026-07-16T19:04:04.527323+00:00,11549419250,"STAT,A2,233320,2691,1936,1936,0,215328"
2026-07-16T19:04:04.911067+00:00,11933108041,"CSI,A2,1937,fe:e3:be:47:e1:f0,-30,0,4,233595083,64,117,5,17,16,17,17,18,18,18,18,17,16,14,13,11,9,8,8,8,8,8,8,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,9,10,10,10,10,10,10,9,9,9,9,10,11,12,13,16,17,18,19,19,19,19,19,18,17,17"
2026-07-16T19:04:08.059410+00:00,15081156916,"CSI,A2,1938,fe:e3:be:47:e1:f0,-31,0,4,236743590,64,117,5,15,16,17,18,18,18,18,17,16,15,13,12,10,9,8,8,7,7,7,8,9,8,9,8,7,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,8,8,8,9,10,11,12,13,15,16,17,18,19,19,19,19,18,17,16"
2026-07-16T19:04:08.878061+00:00,15899739458,"CSI,A2,1939,fe:e3:be:47:e1:f0,-30,0,4,237561906,64,117,5,18,18,21,21,21,21,20,20,18,17,16,13,12,11,9,9,9,10,9,10,11,11,11,11,9,0,0,0,0,0,0,0,0,0,0,0,11,11,11,10,11,11,10,10,10,10,10,11,12,14,15,17,18,20,21,21,20,20,21,20,19,17"
2026-07-16T19:04:09.050457+00:00,16072125375,"CSI,A2,1940,fe:e3:be:47:e1:f0,-31,0,4,237735283,64,117,5,17,18,17,18,18,19,18,17,16,15,14,12,11,10,9,8,7,8,8,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,10,9,9,9,9,9,10,10,12,13,14,16,17,17,18,19,19,19,18,18,18,17"
2026-07-16T19:04:09.397171+00:00,16418773250,"CSI,A2,1941,fe:e3:be:47:e1:f0,-30,0,4,238080302,64,117,5,15,15,17,17,18,17,17,16,15,14,13,11,9,9,8,7,7,7,7,7,8,8,9,8,7,0,0,0,0,0,0,0,0,0,0,0,8,8,9,8,9,8,8,8,8,7,9,9,10,11,13,14,16,17,17,17,17,17,17,17,16,15"
2026-07-16T19:04:09.571107+00:00,16592698750,"CSI,A2,1942,fe:e3:be:47:e1:f0,-31,0,4,238255422,64,117,5,17,18,19,19,20,20,19,19,17,17,15,13,12,11,9,9,8,9,9,9,10,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,10,11,9,9,9,10,10,11,12,14,15,17,18,20,20,20,21,20,20,19,18,18"
2026-07-16T19:04:09.571567+00:00,16593161541,"STAT,A2,238358,2698,1942,1942,0,215328"
2026-07-16T19:04:10.013294+00:00,17034853875,"CSI,A2,1943,fe:e3:be:47:e1:f0,-31,0,4,238700078,64,70,1,37,37,36,35,33,30,27,25,21,19,17,17,16,18,19,19,18,19,18,17,16,15,13,13,11,0,0,0,0,0,0,0,0,0,0,0,15,15,14,13,13,12,12,13,16,18,21,23,25,27,27,29,29,28,27,25,24,24,25,26,28,32"
2026-07-16T19:04:10.015184+00:00,17036735458,"CSI,A2,1944,fe:e3:be:47:e1:f0,-31,0,4,238700527,64,70,1,24,24,23,22,21,20,17,16,14,13,12,11,11,11,11,11,12,12,11,11,10,10,10,9,8,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,7,8,8,9,11,12,15,16,17,18,18,19,18,18,17,16,16,15,16,16,18,20"
2026-07-16T19:04:10.017094+00:00,17038639458,"CSI,A2,1945,fe:e3:be:47:e1:f0,-30,0,4,238700700,64,70,1,20,21,21,20,18,17,15,13,12,11,9,9,9,10,11,10,11,10,9,9,8,8,7,6,5,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,6,6,6,6,8,9,11,13,13,15,15,16,16,15,15,14,13,13,14,14,16,18"
2026-07-16T19:04:10.612992+00:00,17634518875,"CSI,A2,1946,fe:e3:be:47:e1:f0,-31,0,4,239297044,64,117,5,23,24,23,22,21,19,18,16,13,13,11,9,10,10,11,11,11,11,11,11,9,10,9,9,8,0,0,0,0,0,0,0,0,0,0,0,9,9,8,8,7,7,7,9,10,12,14,15,16,17,18,18,18,18,17,16,16,15,16,16,18,19"
2026-07-16T19:04:10.660052+00:00,17681556458,"CSI,A2,1947,fe:e3:be:47:e1:f0,-31,0,4,239344359,64,70,1,19,17,16,15,15,16,16,17,17,17,17,17,16,15,13,11,9,8,7,7,7,7,8,9,9,0,0,0,0,0,0,0,0,0,0,0,7,8,9,10,11,12,12,13,13,13,13,13,12,11,12,13,15,16,17,19,22,23,23,24,25,24"
2026-07-16T19:04:10.860272+00:00,17881765166,"CSI,A2,1948,fe:e3:be:47:e1:f0,-31,0,4,239546323,64,70,1,24,23,20,17,16,14,13,12,12,12,13,14,14,14,15,13,13,11,9,9,8,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,8,9,10,11,12,14,15,16,16,16,16,15,14,13,13,14,16,17,19,21,24,26"
2026-07-16T19:04:12.196721+00:00,19218098083,"CSI,A2,1949,fe:e3:be:47:e1:f0,-31,0,4,240882060,64,117,5,21,19,18,16,14,13,12,11,12,13,13,14,14,14,13,13,11,10,9,8,7,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,7,8,9,10,12,13,13,14,14,13,13,12,12,12,13,13,14,16,18,20,22,22"
2026-07-16T19:04:12.592039+00:00,19613431791,"CSI,A2,1950,46:85:da:11:dc:b9,-68,0,4,241275936,64,88,5,17,23,28,31,34,37,36,36,34,31,28,25,21,18,17,16,18,21,22,24,24,25,25,23,22,0,0,0,0,0,0,0,0,0,0,0,17,19,19,21,21,20,18,15,12,7,2,4,8,15,20,26,29,34,37,38,37,36,33,31,26,19"
2026-07-16T19:04:13.577961+00:00,20599282958,"CSI,A2,1951,fe:e3:be:47:e1:f0,-31,0,4,242260135,64,117,5,22,19,17,13,12,11,11,13,14,15,16,16,16,16,15,13,11,9,7,6,4,5,5,6,7,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,7,8,9,12,13,14,16,16,15,14,12,11,10,10,10,13,15,18,21,23,25,27"
2026-07-16T19:04:14.031173+00:00,21052425166,"CSI,A2,1952,fe:e3:be:47:e1:f0,-31,0,4,242712022,64,70,1,36,32,28,24,21,20,21,22,24,26,27,27,27,25,23,22,19,16,13,12,10,10,11,11,12,0,0,0,0,0,0,0,0,0,0,0,10,10,11,12,15,17,18,21,22,24,25,25,23,22,21,19,18,20,21,25,29,33,37,40,43,44"
2026-07-16T19:04:14.154761+00:00,21176011833,"CSI,A2,1953,fe:e3:be:47:e1:f0,-30,0,4,242839953,64,70,1,13,13,13,14,16,16,16,16,16,16,15,14,13,11,9,8,6,5,5,6,7,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,8,8,9,10,10,11,11,11,10,11,10,9,9,9,10,12,14,16,18,19,21,21,21,21,21,18"
2026-07-16T19:04:14.750537+00:00,21771778250,"STAT,A2,243543,2724,1953,1953,0,215328"
2026-07-16T19:04:14.772482+00:00,21793719666,"CSI,A2,1954,98:0d:af:75:12:28,-13,0,4,243454158,64,70,1,25,26,25,25,24,24,25,22,21,22,22,22,22,22,22,19,19,19,19,18,18,18,17,16,17,0,0,0,0,0,0,0,0,0,0,0,15,15,16,16,16,17,18,18,19,18,20,20,20,20,20,21,21,21,23,23,24,23,25,24,25,25"
2026-07-16T19:04:14.820460+00:00,21841695750,"CSI,A2,1955,98:0d:af:75:12:28,-13,0,4,243503236,64,70,1,23,24,24,24,23,23,23,21,21,21,21,21,21,21,21,18,19,18,18,17,16,15,16,15,15,0,0,0,0,0,0,0,0,0,0,0,13,14,14,14,16,16,16,17,18,17,18,19,19,19,19,19,20,19,22,22,22,22,23,23,24,25"
2026-07-16T19:04:14.825306+00:00,21846548458,"CSI,A2,1956,98:0d:af:75:12:28,-13,0,4,243503685,64,70,1,26,27,27,27,26,26,26,24,23,23,23,23,23,23,23,20,21,21,20,19,19,17,17,18,17,0,0,0,0,0,0,0,0,0,0,0,15,16,16,16,17,17,19,19,20,20,21,21,21,22,21,21,22,22,25,25,25,26,27,26,26,27"
2026-07-16T19:04:14.832231+00:00,21853444375,"CSI,A2,1957,98:0d:af:75:12:28,-13,0,4,243516582,64,70,1,28,28,28,28,27,27,27,24,24,25,25,25,25,24,25,22,21,21,21,21,20,20,19,18,18,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,18,19,20,20,21,21,22,22,22,22,23,23,23,23,26,26,26,27,27,27,27,28"
2026-07-16T19:04:14.949790+00:00,21970990833,"CSI,A2,1958,fe:e3:be:47:e1:f0,-31,0,4,243633598,64,70,1,39,38,35,32,29,25,22,20,19,18,19,19,20,21,22,21,20,19,16,15,14,13,11,10,9,0,0,0,0,0,0,0,0,0,0,0,13,13,11,11,9,10,12,14,17,20,23,25,26,27,27,26,25,23,22,21,21,22,24,29,32,36"
2026-07-16T19:04:15.046285+00:00,22067509416,"CSI,A2,1959,fe:e3:be:47:e1:f0,-30,0,4,243730169,64,70,1,20,21,21,21,21,20,19,17,16,14,13,10,10,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,9,8,8,8,7,9,10,13,14,16,17,18,20,20,20,20,19,18,16,15,16,16"
2026-07-16T19:04:15.186017+00:00,22207200041,"CSI,A2,1960,fe:e3:be:47:e1:f0,-30,0,4,243868920,64,117,5,21,22,22,22,22,21,19,19,16,15,13,11,11,10,10,10,10,10,10,11,11,11,10,9,9,0,0,0,0,0,0,0,0,0,0,0,11,11,10,10,9,9,8,8,8,9,11,12,14,16,18,19,20,20,20,19,19,18,16,16,16,17"
2026-07-16T19:04:16.584849+00:00,23605971541,"CSI,A2,1961,fe:e3:be:47:e1:f0,-31,0,4,245265688,64,117,5,19,20,20,20,19,19,17,15,14,12,11,10,9,10,9,9,9,10,10,9,9,9,8,8,7,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,8,8,7,7,6,8,9,11,12,14,16,16,17,17,17,17,16,16,14,14,15,15"
2026-07-16T19:04:16.617965+00:00,23639090750,"CSI,A2,1962,98:0d:af:75:12:28,-13,0,4,245297217,64,70,1,25,24,25,24,24,24,24,21,22,22,22,21,21,22,22,19,19,19,18,18,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,14,14,15,15,16,17,17,18,18,19,20,20,20,20,20,21,21,21,22,23,23,24,25,24,24,25"
2026-07-16T19:04:16.623367+00:00,23644476791,"CSI,A2,1963,98:0d:af:75:12:28,-15,0,4,245303259,64,70,1,25,25,26,25,25,25,24,22,22,21,22,22,22,22,21,20,18,18,18,18,17,17,17,16,16,0,0,0,0,0,0,0,0,0,0,0,14,15,15,15,16,17,18,18,19,19,19,20,21,21,21,20,21,21,23,24,24,24,25,25,25,25"
2026-07-16T19:04:16.628494+00:00,23649613166,"CSI,A2,1964,98:0d:af:75:12:28,-15,0,4,245303706,64,70,1,29,29,28,29,28,28,27,25,25,25,25,25,26,25,25,22,21,21,20,20,20,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,17,17,17,18,18,19,20,21,22,22,22,22,23,24,24,22,23,23,27,27,28,28,27,28,29,29"
2026-07-16T19:04:16.674700+00:00,23695797375,"CSI,A2,1965,98:0d:af:75:12:28,-12,0,4,245359653,64,70,1,24,24,24,24,23,23,23,21,21,21,21,21,21,21,21,18,18,18,18,17,17,16,16,15,16,0,0,0,0,0,0,0,0,0,0,0,13,14,14,15,15,16,17,18,17,17,19,19,19,19,19,19,20,20,22,23,22,22,24,24,24,25"
2026-07-16T19:04:17.370766+00:00,24391843666,"CSI,A2,1966,fe:e3:be:47:e1:f0,-31,0,4,246049787,64,70,1,32,33,35,34,33,32,30,28,25,22,19,17,15,15,15,15,15,16,15,16,15,15,14,15,13,0,0,0,0,0,0,0,0,0,0,0,15,14,14,12,11,10,9,10,12,15,18,21,23,25,27,29,29,30,29,27,26,25,23,22,23,26"
2026-07-16T19:04:17.473471+00:00,24494549625,"CSI,A2,1967,fe:e3:be:47:e1:f0,-31,0,4,246158717,64,70,1,22,22,23,22,21,20,19,17,16,14,12,11,10,10,10,11,10,11,11,11,11,10,9,9,8,0,0,0,0,0,0,0,0,0,0,0,10,10,9,9,9,7,6,7,7,9,10,13,14,16,18,18,19,20,19,18,17,16,15,15,16,17"
2026-07-16T19:04:18.046343+00:00,25067406041,"CSI,A2,1968,98:0d:af:75:12:28,-13,0,4,246730836,64,70,1,25,25,25,25,25,24,24,21,22,21,22,22,22,21,21,19,19,19,19,18,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,14,15,16,16,16,17,18,17,18,19,20,20,20,20,20,21,20,20,24,24,24,24,24,25,25,25"
2026-07-16T19:04:18.052783+00:00,25073822583,"CSI,A2,1969,46:85:da:11:dc:b9,-67,0,4,246731339,64,88,5,19,21,26,29,32,34,34,34,33,32,29,27,24,22,20,19,19,19,21,21,22,23,23,23,22,0,0,0,0,0,0,0,0,0,0,0,17,19,22,22,23,22,21,20,16,13,9,8,10,15,19,25,29,33,36,38,38,38,35,33,29,24"
2026-07-16T19:04:18.058226+00:00,25079270708,"CSI,A2,1970,98:0d:af:75:12:28,-13,0,4,246741395,64,70,1,47,47,45,46,45,45,45,40,39,40,41,41,41,39,39,35,35,35,33,33,33,32,31,30,30,0,0,0,0,0,0,0,0,0,0,0,27,27,27,28,29,32,32,33,35,35,36,37,38,38,38,38,37,38,43,44,44,44,45,46,46,47"
2026-07-16T19:04:18.063075+00:00,25084120916,"CSI,A2,1971,98:0d:af:75:12:28,-12,0,4,246743281,64,70,1,28,29,28,29,28,28,28,25,24,25,25,25,25,24,25,22,22,21,21,20,20,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,16,18,17,18,18,20,20,20,22,21,22,22,23,23,24,22,23,23,26,26,26,27,27,28,29,28"
2026-07-16T19:04:18.067916+00:00,25088954916,"CSI,A2,1972,98:0d:af:75:12:28,-12,0,4,246743741,64,70,1,25,25,25,25,25,24,24,23,22,23,23,22,22,22,23,20,20,20,19,18,18,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,15,15,16,17,17,18,18,18,19,19,20,21,21,21,21,21,21,22,24,23,24,23,25,24,25,26"
2026-07-16T19:04:18.074248+00:00,25095273875,"CSI,A2,1973,98:0d:af:75:12:28,-13,0,4,246743850,64,70,1,25,25,25,25,25,25,24,21,22,22,22,22,22,22,21,19,19,19,18,18,18,17,16,16,16,0,0,0,0,0,0,0,0,0,0,0,14,15,16,16,16,16,17,18,18,19,19,20,20,21,20,20,20,20,23,24,23,23,24,25,25,25"
2026-07-16T19:04:18.078807+00:00,25099834375,"CSI,A2,1974,98:0d:af:75:12:28,-12,0,4,246743990,64,70,1,29,29,29,29,28,28,28,25,25,26,26,26,25,25,24,22,22,22,21,21,21,20,20,19,18,0,0,0,0,0,0,0,0,0,0,0,17,18,17,18,18,19,20,21,21,22,23,23,23,23,23,23,24,24,26,26,26,27,27,28,28,29"
2026-07-16T19:04:18.081400+00:00,25102425916,"CSI,A2,1975,98:0d:af:75:12:28,-13,0,4,246744139,64,70,1,25,25,26,24,24,25,24,21,21,21,22,22,22,22,21,19,18,18,18,18,17,17,17,16,16,0,0,0,0,0,0,0,0,0,0,0,14,14,15,16,16,16,17,18,19,19,20,20,20,21,20,21,20,21,22,24,24,24,24,25,25,24"
2026-07-16T19:04:18.082939+00:00,25103963291,"CSI,A2,1976,fe:e3:be:47:e1:f0,-31,0,4,246751213,64,117,5,20,20,21,21,21,20,18,17,14,12,11,9,9,9,9,9,9,9,9,9,9,9,9,8,7,0,0,0,0,0,0,0,0,0,0,0,10,10,9,9,8,8,7,7,7,8,10,11,13,15,16,18,18,19,19,18,18,16,15,14,14,15"
2026-07-16T19:04:18.083711+00:00,25104734625,"CSI,A2,1977,98:0d:af:75:12:28,-13,0,4,246756149,64,70,1,25,26,24,25,25,24,24,21,22,22,22,21,23,21,22,19,19,19,18,18,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,14,14,15,17,16,17,17,18,19,19,20,20,20,21,21,20,21,21,24,24,24,23,24,25,25,25"
2026-07-16T19:04:18.107070+00:00,25128099083,"CSI,A2,1978,98:0d:af:75:12:28,-23,0,4,246793559,64,70,1,27,26,25,26,25,25,25,22,21,21,22,22,22,21,21,19,18,19,18,18,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,17,18,18,18,19,19,21,21,21,22,23,23,23,23,23,23,23,23,26,25,26,26,26,27,26,26"
2026-07-16T19:04:18.289577+00:00,25310617500,"CSI,A2,1979,fe:e3:be:47:e1:f0,-31,0,4,246971556,64,70,1,25,23,23,20,18,15,14,11,10,10,10,10,12,12,13,13,12,11,10,10,9,7,7,6,5,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,5,6,8,10,12,13,15,16,16,17,16,16,14,13,11,12,12,13,16,18,21,23"
2026-07-16T19:04:18.422527+00:00,25443543166,"CSI,A2,1980,fe:e3:be:47:e1:f0,-30,0,4,247101620,64,70,1,18,19,20,20,20,18,17,15,13,11,10,8,8,7,8,8,8,9,9,9,9,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,8,7,6,7,6,7,9,11,13,14,16,17,18,18,18,17,17,15,13,13,13,13"
2026-07-16T19:04:19.053047+00:00,26074032375,"CSI,A2,1981,fe:e3:be:47:e1:f0,-31,0,4,247736139,64,70,1,27,24,23,20,17,15,12,11,11,12,12,13,13,15,15,15,13,12,10,9,8,7,6,5,5,0,0,0,0,0,0,0,0,0,0,0,9,8,7,5,5,6,6,9,11,13,16,17,17,18,17,17,16,14,13,11,11,13,16,19,22,25"
2026-07-16T19:04:19.258433+00:00,26279445625,"CSI,A2,1982,fe:e3:be:47:e1:f0,-30,0,4,247937550,64,70,1,22,22,24,25,27,29,29,29,29,28,25,24,21,18,16,13,11,11,10,11,12,13,14,15,15,0,0,0,0,0,0,0,0,0,0,0,16,16,17,17,17,17,16,16,15,14,13,13,14,16,19,24,27,30,31,33,34,34,34,32,30,28"
